Card_Name,Rarity,RH?,Number,Market Price,Listed Median,Adjusted Price,Slot 1 (Common),Slot 2 (Common),Slot 3 (Common),Slot 4 (Common),Slot 5 (Uncommon),Slot 6 (Uncommon),Slot 7 (Uncommon),Slot 8 (RH),Slot 9 (Illustration/RH),Slot 10 (Rare+),Slot 11 (Code)
Skwovet - 151/198,Common,No,151/198,$0.11,$0.15,$0.25,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Greedent,Uncommon,No,152/198,$0.03,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Indeedee,Rare,No,153/198,$0.06,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Lechonk - 154/198,Common,No,154/198,$0.04,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Lechonk - 155/198,Common,No,155/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Lechonk - 156/198,Common,No,156/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Oinkologne,Uncommon,No,157/198,$0.04,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Oinkologne ex - 158/198,Double Rare,No,158/198,$0.52,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Tandemaus - 159/198,Common,No,159/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Tandemaus - 160/198,Common,No,160/198,$0.07,$0.09,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Maushold,Uncommon,No,161/198,$0.03,$0.09,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Squawkabilly,Common,No,162/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Cyclizar - 163/198,Uncommon,No,163/198,$0.02,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Cyclizar - 164/198,Rare,No,164/198,$0.15,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Flamigo,Uncommon,No,165/198,$0.05,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Arven - 166/198,Uncommon,No,166/198,$0.12,$0.20,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Beach Court,Uncommon,No,167/198,$0.10,$0.20,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Crushing Hammer,Common,No,168/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Defiance Band,Uncommon,No,169/198,$0.08,$0.12,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Electric Generator,Uncommon,No,170/198,$0.13,$0.24,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Energy Retrieval,Common,No,171/198,$0.14,$0.15,$0.25,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Energy Search,Common,No,172/198,$0.09,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Energy Switch,Common,No,173/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Exp. Share,Uncommon,No,174/198,$0.07,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Jacq - 175/198,Uncommon,No,175/198,$0.09,$0.11,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Judge,Uncommon,No,176/198,$0.23,$0.26,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Katy - 177/198,Uncommon,No,177/198,$0.04,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Mesagoza - 178/198,Uncommon,No,178/198,$0.10,$0.14,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Miriam - 179/198,Uncommon,No,179/198,$0.13,$0.19,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Nemona,Common,No,180/198,$0.04,$0.09,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Nest Ball - 181/198,Uncommon,No,181/198,$0.74,$0.98,$0.75,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Pal Pad,Common,No,182/198,$0.17,$0.20,$0.25,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Penny - 183/198,Uncommon,No,183/198,$0.14,$0.15,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Picnic Basket,Uncommon,No,184/198,$0.04,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Poke Ball,Common,No,185/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Pokegear 3.0,Common,No,186/198,$0.08,$0.15,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Pokemon Catcher,Common,No,187/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Potion,Common,No,188/198,$0.04,$0.09,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Professor's Research - 189/198,Rare,No,189/198,$0.19,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Professor's Research - 190/198,Rare,No,190/198,$0.13,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Rare Candy - 191/198,Common,No,191/198,$0.11,$0.15,$0.25,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Rock Chestplate,Uncommon,No,192/198,$0.06,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Rocky Helmet,Uncommon,No,193/198,$0.04,$0.09,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Switch,Common,No,194/198,$0.15,$0.17,$0.25,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Team Star Grunt - 195/198,Uncommon,No,195/198,$0.05,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Ultra Ball,Uncommon,No,196/198,$0.19,$0.22,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Vitality Band,Uncommon,No,197/198,$0.05,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Youngster,Uncommon,No,198/198,$0.04,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Tarountula - 199/198,Illustration Rare,No,199/198,$3.07,—,$3.38,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Dolliv - 200/198,Illustration Rare,No,200/198,$2.47,—,$2.72,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Toedscool - 201/198,Illustration Rare,No,201/198,$2.41,—,$2.65,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Scovillain - 202/198,Illustration Rare,No,202/198,$2.44,—,$2.68,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Armarouge - 203/198,Illustration Rare,No,203/198,$4.53,—,$4.98,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Slowpoke - 204/198,Illustration Rare,No,204/198,$7.40,—,$8.14,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Clauncher - 205/198,Illustration Rare,No,205/198,$2.46,—,$2.71,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Wiglett - 206/198,Illustration Rare,No,206/198,$3.20,—,$3.52,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Dondozo - 207/198,Illustration Rare,No,207/198,$4.01,—,$4.41,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Pachirisu - 208/198,Illustration Rare,No,208/198,$4.32,—,$4.75,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Pawmot - 209/198,Illustration Rare,No,209/198,$2.14,—,$2.35,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Drowzee - 210/198,Illustration Rare,No,210/198,$6.50,—,$7.15,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Ralts - 211/198,Illustration Rare,No,211/198,$10.49,—,$11.54,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Kirlia - 212/198,Illustration Rare,No,212/198,$8.52,—,$9.37,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Fidough - 213/198,Illustration Rare,No,213/198,$3.14,—,$3.45,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Greavard - 214/198,Illustration Rare,No,214/198,$4.31,—,$4.74,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Riolu - 215/198,Illustration Rare,No,215/198,$6.74,—,$7.41,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Sandile - 216/198,Illustration Rare,No,216/198,$2.08,—,$2.29,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Klawf - 217/198,Illustration Rare,No,217/198,$1.66,—,$1.83,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Mabosstiff - 218/198,Illustration Rare,No,218/198,$2.59,—,$2.85,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Bombirdier - 219/198,Illustration Rare,No,219/198,$1.62,—,$1.78,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Kingambit - 220/198,Illustration Rare,No,220/198,$4.28,—,$4.71,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Starly - 221/198,Illustration Rare,No,221/198,$2.52,—,$2.77,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Skwovet - 222/198,Illustration Rare,No,222/198,$4.37,—,$4.81,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003195833333,0,0
Spidops ex - 223/198,Ultra Rare,No,223/198,$1.54,—,$1.69,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Arcanine ex - 224/198,Ultra Rare,No,224/198,$11.42,—,$12.56,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Gyarados ex - 225/198,Ultra Rare,No,225/198,$10.39,—,$11.43,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Magnezone ex - 226/198,Ultra Rare,No,226/198,$1.64,—,$1.80,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Miraidon ex - 227/198,Ultra Rare,No,227/198,$3.81,—,$4.19,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Gardevoir ex - 228/198,Ultra Rare,No,228/198,$4.67,—,$5.14,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Banette ex - 229/198,Ultra Rare,No,229/198,$1.74,—,$1.91,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Great Tusk ex - 230/198,Ultra Rare,No,230/198,$1.38,—,$1.52,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Koraidon ex - 231/198,Ultra Rare,No,231/198,$2.05,—,$2.26,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Toxicroak ex - 232/198,Ultra Rare,No,232/198,$1.53,—,$1.68,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Iron Treads ex - 233/198,Ultra Rare,No,233/198,$1.40,—,$1.54,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Oinkologne ex - 234/198,Ultra Rare,No,234/198,$1.28,—,$1.41,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Arven - 235/198,Ultra Rare,No,235/198,$3.61,—,$3.97,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Jacq - 236/198,Ultra Rare,No,236/198,$2.53,—,$2.78,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Katy - 237/198,Ultra Rare,No,237/198,$3.34,—,$3.67,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Miriam - 238/198,Ultra Rare,No,238/198,$15.56,—,$17.12,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Penny - 239/198,Ultra Rare,No,239/198,$5.25,—,$5.78,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Professor's Research - 240/198,Ultra Rare,No,240/198,$8.64,—,$9.50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Professor's Research - 241/198,Ultra Rare,No,241/198,$2.76,—,$3.04,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Team Star Grunt - 242/198,Ultra Rare,No,242/198,$2.20,—,$2.42,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.003285,0
Spidops ex - 243/198,Special Illustration Rare,No,243/198,$2.53,—,$2.78,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Miraidon ex - 244/198,Special Illustration Rare,No,244/198,$19.26,—,$21.19,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Gardevoir ex - 245/198,Special Illustration Rare,No,245/198,$23.57,—,$25.93,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Great Tusk ex - 246/198,Special Illustration Rare,No,246/198,$6.49,—,$7.14,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Koraidon ex - 247/198,Special Illustration Rare,No,247/198,$13.17,—,$14.49,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Iron Treads ex - 248/198,Special Illustration Rare,No,248/198,$3.23,—,$3.55,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Arven - 249/198,Special Illustration Rare,No,249/198,$4.90,—,$5.39,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Jacq - 250/198,Special Illustration Rare,No,250/198,$4.14,—,$4.55,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Miriam - 251/198,Special Illustration Rare,No,251/198,$43.14,—,$47.45,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Penny - 252/198,Special Illustration Rare,No,252/198,$6.93,—,$7.62,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.00315,0,0
Miraidon ex - 253/198,Hyper Rare,No,253/198,$7.88,—,$8.67,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003083333333,0,0
Koraidon ex - 254/198,Hyper Rare,No,254/198,$5.07,—,$5.58,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003083333333,0,0
Nest Ball - 255/198,Hyper Rare,No,255/198,$13.81,—,$15.19,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003083333333,0,0
Rare Candy - 256/198,Hyper Rare,No,256/198,$10.58,—,$11.64,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003083333333,0,0
Basic Lightning Energy - 257/198,Hyper Rare,No,257/198,$4.63,—,$5.09,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003083333333,0,0
Basic Fighting Energy - 258/198,Hyper Rare,No,258/198,$4.98,—,$5.48,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0.003083333333,0,0
Pineco,Common_RH,Yes,RH_001/198,$0.04,$0.06,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Heracross,Uncommon_RH,Yes,RH_002/198,$0.04,$0.06,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Shroomish,Common_RH,Yes,RH_003/198,$0.04,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Breloom,Uncommon_RH,Yes,RH_004/198,$0.04,$0.05,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Cacnea - 005/198,Common_RH,Yes,RH_005/198,$0.06,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Cacturne - 006/198,Uncommon_RH,Yes,RH_006/198,$0.07,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Tropius,Common_RH,Yes,RH_007/198,$0.06,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Scatterbug,Common_RH,Yes,RH_008/198,$0.02,$0.05,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Spewpa,Common_RH,Yes,RH_009/198,$0.04,$0.05,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Vivillon,Uncommon_RH,Yes,RH_010/198,$0.03,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Skiddo,Common_RH,Yes,RH_011/198,$0.03,$0.05,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Gogoat,Common_RH,Yes,RH_012/198,$0.05,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Sprigatito,Common_RH,Yes,RH_013/198,$0.07,$0.08,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Floragato,Uncommon_RH,Yes,RH_014/198,$0.04,$0.10,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Meowscarada - 015/198,Rare_RH,Yes,RH_015/198,$0.14,—,$0.50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Tarountula - 016/198,Common_RH,Yes,RH_016/198,$0.07,$0.08,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Tarountula - 017/198,Common_RH,Yes,RH_017/198,$0.06,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Tarountula - 018/198,Common_RH,Yes,RH_018/198,$0.06,$0.10,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Smoliv - 020/198,Common_RH,Yes,RH_020/198,$0.06,$0.06,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Smoliv - 021/198,Common_RH,Yes,RH_021/198,$0.04,$0.08,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Dolliv - 022/198,Common_RH,Yes,RH_022/198,$0.09,$0.09,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Arboliva,Rare_RH,Yes,RH_023/198,$0.08,—,$0.50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Toedscool - 024/198,Common_RH,Yes,RH_024/198,$0.03,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Toedscool - 025/198,Common_RH,Yes,RH_025/198,$0.06,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Toedscruel,Uncommon_RH,Yes,RH_026/198,$0.04,$0.08,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Capsakid - 027/198,Common_RH,Yes,RH_027/198,$0.05,$0.06,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Capsakid - 028/198,Common_RH,Yes,RH_028/198,$0.05,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Scovillain - 029/198,Uncommon_RH,Yes,RH_029/198,$0.05,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Growlithe - 030/198,Common_RH,Yes,RH_030/198,$0.04,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Growlithe - 031/198,Common_RH,Yes,RH_031/198,$0.10,$0.11,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Houndour - 033/198,Common_RH,Yes,RH_033/198,$0.05,$0.05,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
Houndoom - 034/198,Common_RH,Yes,RH_034/198,$0.03,$0.07,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.005376344086,0.00469516129,0,0
