Card_Name,Rarity,RH?,Number,Market Price,Listed Median,Adjusted Price,Slot 1 (Common),Slot 2 (Common),Slot 3 (Common),Slot 4 (Common),Slot 5 (Common),Slot 6 (Uncommon),Slot 7 (Uncommon),Slot 8 (Uncommon),Slot 9 (Radiant/TG/RH),Slot 10 (Rare+),Slot 11 (Code)
Aerodactyl VSTAR (Secret),Rainbow Rare,No,199/196,$12.16 ,—,$13.38 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Drapion VSTAR (Secret),Rainbow Rare,No,200/196,$4.67 ,—,$5.14 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Giratina VSTAR (201) (Secret),Rainbow Rare,No,201/196,$20.71 ,—,$22.78 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Hisuian Goodra VSTAR (Secret),Rainbow Rare,No,202/196,$7.92 ,—,$8.71 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Hisuian Zoroark VSTAR (Secret),Rainbow Rare,No,203/196,$5.57 ,—,$6.13 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Arezu (Secret),Rainbow Rare,No,204/196,$5.39 ,—,$5.93 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Colress's Experiment (Secret),Rainbow Rare,No,205/196,$6.26 ,—,$6.89 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Fantina (Secret),Rainbow Rare,No,206/196,$3.25 ,—,$3.58 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Iscan (Secret),Rainbow Rare,No,207/196,$3.51 ,—,$3.86 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Lady (Secret),Rainbow Rare,No,208/196,$5.68 ,—,$6.25 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Miss Fortune Sisters (Secret),Rainbow Rare,No,209/196,$4.08 ,—,$4.49 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Thorton (Secret),Rainbow Rare,No,210/196,$2.73 ,—,$3.00 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Volo (Secret),Rainbow Rare,No,211/196,$4.01 ,—,$4.41 ,0,0,0,0,0,0,0,0,0,0.000853333,0
Giratina VSTAR (212) (Secret),Gold Rare,No,212/196,$15.31 ,—,$16.84 ,0,0,0,0,0,0,0,0,0,0.001266667,0
Hisuian Zoroark VSTAR (213) (Secret),Gold Rare,No,213/196,$4.16 ,—,$4.58 ,0,0,0,0,0,0,0,0,0,0.001266667,0
Box of Disaster (Secret),Gold Rare,No,214/196,$2.94 ,—,$3.23 ,0,0,0,0,0,0,0,0,0,0.001266667,0
Collapsed Stadium (Secret),Gold Rare,No,215/196,$7.89 ,—,$8.68 ,0,0,0,0,0,0,0,0,0,0.001266667,0
Dark Patch (Secret),Gold Rare,No,216/196,$4.59 ,—,$5.05 ,0,0,0,0,0,0,0,0,0,0.001266667,0
Lost Vacuum (Secret),Gold Rare,No,217/196,$6.58 ,—,$7.24 ,0,0,0,0,0,0,0,0,0,0.001266667,0
Parasect,Trainer Gallery Non-V Pokemon,No,TG01/TG30,$0.71 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Roserade,Trainer Gallery Non-V Pokemon,No,TG02/TG30,$0.73 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Charizard,Trainer Gallery Non-V Pokemon,No,TG03/TG30,$4.88 ,—,$5.37 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Chandelure,Trainer Gallery Non-V Pokemon,No,TG04/TG30,$0.69 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Pikachu,Trainer Gallery Non-V Pokemon,No,TG05/TG30,$5.27 ,—,$5.80 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Gengar,Trainer Gallery Non-V Pokemon,No,TG06/TG30,$4.31 ,—,$4.74 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Banette,Trainer Gallery Non-V Pokemon,No,TG07/TG30,$0.66 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Hisuian Arcanine,Trainer Gallery Non-V Pokemon,No,TG08/TG30,$1.00 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Spiritomb,Trainer Gallery Non-V Pokemon,No,TG09/TG30,$0.72 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Snorlax,Trainer Gallery Non-V Pokemon,No,TG10/TG30,$2.64 ,—,$2.90 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Castform,Trainer Gallery Non-V Pokemon,No,TG11/TG30,$0.57 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.007536364,0,0
Orbeetle V,"Trainer Gallery V, VMAX, or Trainer",No,TG12/TG30,$2.74 ,—,$3.01 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Orbeetle VMAX,"Trainer Gallery V, VMAX, or Trainer",No,TG13/TG30,$3.78 ,—,$4.16 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Centiskorch V,"Trainer Gallery V, VMAX, or Trainer",No,TG14/TG30,$2.04 ,—,$2.24 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Centiskorch VMAX,"Trainer Gallery V, VMAX, or Trainer",No,TG15/TG30,$4.11 ,—,$4.52 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Pikachu V,"Trainer Gallery V, VMAX, or Trainer",No,TG16/TG30,$27.32 ,—,$30.05 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Pikachu VMAX,"Trainer Gallery V, VMAX, or Trainer",No,TG17/TG30,$37.43 ,—,$41.17 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Enamorus V,"Trainer Gallery V, VMAX, or Trainer",No,TG18/TG30,$3.53 ,—,$3.88 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Gallade V,"Trainer Gallery V, VMAX, or Trainer",No,TG19/TG30,$2.77 ,—,$3.05 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Crobat V,"Trainer Gallery V, VMAX, or Trainer",No,TG20/TG30,$3.96 ,—,$4.36 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Eternatus V,"Trainer Gallery V, VMAX, or Trainer",No,TG21/TG30,$3.05 ,—,$3.36 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Eternatus VMAX,"Trainer Gallery V, VMAX, or Trainer",No,TG22/TG30,$6.71 ,—,$7.38 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Adventurer's Discovery,"Trainer Gallery V, VMAX, or Trainer",No,TG23/TG30,$5.69 ,—,$6.26 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Boss's Orders,"Trainer Gallery V, VMAX, or Trainer",No,TG24/TG30,$6.27 ,—,$6.90 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Cook,"Trainer Gallery V, VMAX, or Trainer",No,TG25/TG30,$1.98 ,—,$2.18 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Kabu,"Trainer Gallery V, VMAX, or Trainer",No,TG26/TG30,$1.32 ,—,$1.45 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Nessa,"Trainer Gallery V, VMAX, or Trainer",No,TG27/TG30,$9.67 ,—,$10.64 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Opal,"Trainer Gallery V, VMAX, or Trainer",No,TG28/TG30,$1.45 ,—,$1.60 ,0,0,0,0,0,0,0,0,0.001864706,0,0
Pikachu VMAX (Secret),Trainer Gallery Gold-and-Black VMAX,No,TG29/TG30,$7.70 ,—,$8.47 ,0,0,0,0,0,0,0,0,0.0043,0,0
Mew VMAX (Secret),Trainer Gallery Gold-and-Black VMAX,No,TG30/TG30,$7.90 ,—,$8.69 ,0,0,0,0,0,0,0,0,0.0043,0,0
Code Card - Lost Origin Booster Pack,Code Card,No,,$0.06 ,$0.07 ,$0.10 ,0,0,0,0,0,0,0,0,0,0,1
Oddish,Common_RH,Yes,RH_001/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Gloom,Uncommon_RH,Yes,RH_002/196,$0.04 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Vileplume,Rare_RH,Yes,RH_003/196,$0.18 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Paras,Common_RH,Yes,RH_004/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Parasect,Rare_RH,Yes,RH_005/196,$0.06 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Wurmple,Common_RH,Yes,RH_006/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Silcoon,Uncommon_RH,Yes,RH_007/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Beautifly,Rare_RH,Yes,RH_008/196,$0.21 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Cascoon,Uncommon_RH,Yes,RH_009/196,$0.03 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Dustox,Rare_RH,Yes,RH_010/196,$0.07 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Seedot,Common_RH,Yes,RH_011/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Nuzleaf,Uncommon_RH,Yes,RH_012/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Shiftry,Rare_RH,Yes,RH_013/196,$0.21 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Roselia,Common_RH,Yes,RH_014/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Roserade,Uncommon_RH,Yes,RH_015/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Phantump,Common_RH,Yes,RH_016/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Trevenant,Rare_RH,Yes,RH_017/196,$0.20 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Blipbug,Common_RH,Yes,RH_018/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Dottler,Uncommon_RH,Yes,RH_019/196,$0.06 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Orbeetle,Rare_RH,Yes,RH_020/196,$0.18 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Slugma,Common_RH,Yes,RH_021/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Magcargo,Rare_RH,Yes,RH_022/196,$0.11 ,$0.14 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Torkoal,Uncommon_RH,Yes,RH_023/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Litwick,Common_RH,Yes,RH_024/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lampent,Uncommon_RH,Yes,RH_025/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Chandelure,Rare_RH,Yes,RH_026/196,$0.15 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Litleo,Common_RH,Yes,RH_028/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Pyroar,Rare_RH,Yes,RH_029/196,$0.24 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Poliwag,Common_RH,Yes,RH_030/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Poliwhirl,Uncommon_RH,Yes,RH_031/196,$0.04 ,$0.09 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Politoed,Rare_RH,Yes,RH_032/196,$0.13 ,$0.14 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Seel,Common_RH,Yes,RH_033/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Dewgong,Rare_RH,Yes,RH_034/196,$0.09 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Horsea,Common_RH,Yes,RH_035/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Seadra,Uncommon_RH,Yes,RH_036/196,$0.04 ,$0.07 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Kingdra,Rare_RH,Yes,RH_037/196,$0.18 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Luvdisc,Common_RH,Yes,RH_038/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Shellos,Common_RH,Yes,RH_039/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Finneon,Common_RH,Yes,RH_040/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lumineon,Uncommon_RH,Yes,RH_041/196,$0.04 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Snover,Common_RH,Yes,RH_042/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Abomasnow,Uncommon_RH,Yes,RH_043/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Basculin,Common_RH,Yes,RH_044/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Basculegion,Rare_RH,Yes,RH_045/196,$0.25 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Ducklett,Common_RH,Yes,RH_046/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Swanna,Uncommon_RH,Yes,RH_047/196,$0.04 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Cramorant,Rare_RH,Yes,RH_050/196,$0.25 ,$0.34 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Glastrier,Rare_RH,Yes,RH_051/196,$0.17 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Pikachu,Common_RH,Yes,RH_052/196,$0.08 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Raichu,Rare_RH,Yes,RH_053/196,$0.12 ,$0.15 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Electrike,Common_RH,Yes,RH_054/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Manectric,Rare_RH,Yes,RH_055/196,$0.09 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Tynamo,Common_RH,Yes,RH_059/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Eelektrik,Uncommon_RH,Yes,RH_060/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Eelektross,Rare_RH,Yes,RH_061/196,$0.10 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Clefairy,Common_RH,Yes,RH_062/196,$0.03 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Clefable,Rare_RH,Yes,RH_063/196,$0.07 ,$0.14 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Gastly,Common_RH,Yes,RH_064/196,$0.06 ,$0.07 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Haunter,Uncommon_RH,Yes,RH_065/196,$0.05 ,$0.09 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Gengar,Rare_RH,Yes,RH_066/196,$0.55 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Mr. Mime,Rare_RH,Yes,RH_067/196,$0.08 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Jynx,Common_RH,Yes,RH_068/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Sableye,Rare_RH,Yes,RH_070/196,$2.79 ,—,$3.44 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Mawile,Common_RH,Yes,RH_071/196,$0.07 ,$0.08 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Shuppet,Common_RH,Yes,RH_072/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Banette,Rare_RH,Yes,RH_073/196,$0.10 ,$0.14 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Cresselia,Rare_RH,Yes,RH_074/196,$2.65 ,—,$2.35 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Zorua,Common_RH,Yes,RH_075/196,$0.06 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Zoroark,Rare_RH,Yes,RH_076/196,$0.30 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Inkay (077),Common_RH,Yes,RH_077/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Malamar,Rare_RH,Yes,RH_078/196,$0.09 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Comfey,Rare_RH,Yes,RH_079/196,$0.55 ,$0.69 ,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Mimikyu,Rare_RH,Yes,RH_080/196,$0.09 ,$0.13 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Spectrier,Rare_RH,Yes,RH_081/196,$0.30 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Growlithe,Common_RH,Yes,RH_083/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Arcanine,Rare_RH,Yes,RH_084/196,$0.26 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Poliwrath,Rare_RH,Yes,RH_085/196,$0.10 ,$0.13 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Machop,Common_RH,Yes,RH_086/196,$0.03 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Machoke,Uncommon_RH,Yes,RH_087/196,$0.05 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Machamp,Rare_RH,Yes,RH_088/196,$0.29 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Rhyhorn,Common_RH,Yes,RH_089/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Rhydon,Uncommon_RH,Yes,RH_090/196,$0.05 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Rhyperior,Rare_RH,Yes,RH_091/196,$0.12 ,$0.15 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Sudowoodo,Common_RH,Yes,RH_094/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Gligar,Common_RH,Yes,RH_095/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Gliscor,Rare_RH,Yes,RH_096/196,$0.09 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Makuhita,Common_RH,Yes,RH_097/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hariyama,Uncommon_RH,Yes,RH_098/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Meditite,Common_RH,Yes,RH_099/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Medicham,Uncommon_RH,Yes,RH_100/196,$0.05 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Relicanth,Uncommon_RH,Yes,RH_101/196,$0.03 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Gastrodon,Uncommon_RH,Yes,RH_102/196,$0.04 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Mienfoo,Common_RH,Yes,RH_103/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Mienshao,Uncommon_RH,Yes,RH_104/196,$0.03 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Landorus,Rare_RH,Yes,RH_105/196,$0.09 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Binacle,Common_RH,Yes,RH_106/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Barbaracle,Rare_RH,Yes,RH_107/196,$0.17 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Carbink,Uncommon_RH,Yes,RH_108/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Rockruff,Common_RH,Yes,RH_109/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Falinks,Common_RH,Yes,RH_110/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Stonjourner,Rare_RH,Yes,RH_111/196,$0.07 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Spinarak,Common_RH,Yes,RH_112/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Ariados,Rare_RH,Yes,RH_113/196,$0.10 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Murkrow,Common_RH,Yes,RH_114/196,$0.04 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Honchkrow,Rare_RH,Yes,RH_115/196,$0.07 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Seviper,Uncommon_RH,Yes,RH_116/196,$0.05 ,$0.07 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Spiritomb,Rare_RH,Yes,RH_117/196,$0.11 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Darkrai,Rare_RH,Yes,RH_120/196,$0.20 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Inkay (121),Common_RH,Yes,RH_121/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hoopa,Rare_RH,Yes,RH_122/196,$0.10 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Bronzor,Common_RH,Yes,RH_125/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Bronzong,Uncommon_RH,Yes,RH_126/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Galarian Stunfisk,Uncommon_RH,Yes,RH_127/196,$0.05 ,$0.07 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Magearna,Rare_RH,Yes,RH_128/196,$0.05 ,$0.10 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Goomy,Common_RH,Yes,RH_132/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Sliggoo,Uncommon_RH,Yes,RH_133/196,$0.05 ,$0.08 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Hisuian Goodra,Rare_RH,Yes,RH_134/196,$0.18 ,—,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lickitung,Common_RH,Yes,RH_138/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lickilicky,Uncommon_RH,Yes,RH_139/196,$0.04 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Porygon,Common_RH,Yes,RH_140/196,$0.03 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Porygon2,Uncommon_RH,Yes,RH_141/196,$0.05 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Porygon-Z,Rare_RH,Yes,RH_142/196,$0.10 ,$0.11 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Snorlax,Rare_RH,Yes,RH_143/196,$0.73 ,—,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Aipom,Common_RH,Yes,RH_144/196,$0.06 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Ambipom,Uncommon_RH,Yes,RH_145/196,$0.03 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Bouffalant,Rare_RH,Yes,RH_148/196,$0.10 ,$0.12 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Komala,Uncommon_RH,Yes,RH_149/196,$0.04 ,$0.06 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Skwovet,Common_RH,Yes,RH_150/196,$0.02 ,$0.05 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Greedent,Rare_RH,Yes,RH_151/196,$0.09 ,$0.10 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Arc Phone,Uncommon_RH,Yes,RH_152/196,$0.04 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Arezu,Uncommon_RH,Yes,RH_153/196,$0.07 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Box of Disaster,Uncommon_RH,Yes,RH_154/196,$0.06 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Colress's Experiment,Uncommon_RH,Yes,RH_155/196,$0.26 ,$0.25 ,$1.00 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Damage Pump,Uncommon_RH,Yes,RH_156/196,$0.10 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Fantina,Uncommon_RH,Yes,RH_157/196,$0.04 ,$0.08 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Iscan,Uncommon_RH,Yes,RH_158/196,$0.02 ,$0.07 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lady,Uncommon_RH,Yes,RH_159/196,$0.13 ,$0.15 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lake Acuity,Uncommon_RH,Yes,RH_160/196,$0.08 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lost City,Uncommon_RH,Yes,RH_161/196,$0.19 ,$0.25 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Lost Vacuum,Uncommon_RH,Yes,RH_162/196,$0.07 ,$0.13 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Mirage Gate,Uncommon_RH,Yes,RH_163/196,$0.19 ,$0.25 ,$0.50 ,0,0,0,0,0,0,0,0,0.005548322,0,0
Miss Fortune Sisters,Uncommon_RH,Yes,RH_164/196,$0.07 ,$0.10 ,$0.25 ,0,0,0,0,0,0,0,0,0.005548322,0,0
